119.1_0_324:E: Re(Ex) vs t, x=1.191e-07(m), y=0(m), z=3.24e-07(m) 

t(fs), Re(Ex)
1.91039, 0
1.91268, 0
1.91496, 0
1.91725, 0
1.91954, 0
1.92183, 0
1.92412, 0
1.9264, 0
1.92869, 0
1.93098, 0
1.93327, 0
1.93555, 0
1.93784, 0
1.94013, 0
1.94242, 0
1.94471, 0
1.94699, 0
1.94928, 0
1.95157, 0
1.95386, 0
1.95615, 0
1.95843, 0
1.96072, 0
1.96301, 0
1.9653, 0
1.96759, 0
1.96987, 0
1.97216, 0
1.97445, 0
1.97674, 0
1.97902, 0
1.98131, 0
1.9836, 0
1.98589, 0
1.98818, 0
1.99046, 0
1.99275, 0
1.99504, 0
1.99733, 0
1.99962, 0
2.0019, 0
2.00419, 0
2.00648, 0
2.00877, 0
2.01106, 0
2.01334, 0
2.01563, 0
2.01792, 0
2.02021, 0
2.02249, 0
2.02478, 0
2.02707, 0
2.02936, 0
2.03165, 0
2.03393, 0
2.03622, 3.35402e-38
2.03851, -7.77752e-38
2.0408, -1.29755e-37
2.04309, -2.88555e-37
2.04537, -4.40377e-37
2.04766, -6.6375e-37
2.04995, -1.00194e-36
2.05224, -1.4398e-36
2.05453, -1.98331e-36
2.05681, -2.64867e-36
2.0591, -3.55805e-36
2.06139, -4.89117e-36
2.06368, -6.63584e-36
2.06596, -8.79462e-36
2.06825, -1.15813e-35
2.07054, -1.56759e-35
2.07283, -2.0561e-35
2.07512, -2.74273e-35
2.0774, -3.6188e-35
2.07969, -4.78207e-35
2.08198, -6.32387e-35
2.08427, -8.28749e-35
2.08656, -1.09154e-34
2.08884, -1.43305e-34
2.09113, -1.88072e-34
2.09342, -2.46831e-34
2.09571, -3.2351e-34
2.09799, -4.23488e-34
2.10028, -5.54232e-34
2.10257, -7.24912e-34
2.10486, -9.47523e-34
2.10715, -1.23744e-33
2.10943, -1.61546e-33
2.11172, -2.10741e-33
2.11401, -2.74793e-33
2.1163, -3.58038e-33
2.11859, -4.66223e-33
2.12087, -6.06809e-33
2.12316, -7.89298e-33
2.12545, -1.02609e-32
2.12774, -1.33309e-32
2.13003, -1.73102e-32
2.13231, -2.24638e-32
2.1346, -2.91355e-32
2.13689, -3.77666e-32
2.13918, -4.89267e-32
2.14146, -6.33491e-32
2.14375, -8.1976e-32
2.14604, -1.06019e-31
2.14833, -1.37037e-31
2.15062, -1.77028e-31
2.1529, -2.28559e-31
2.15519, -2.94924e-31
2.15748, -3.80343e-31
2.15977, -4.90223e-31
2.16206, -6.31491e-31
2.16434, -8.13009e-31
2.16663, -1.04611e-30
2.16892, -1.3453e-30
2.17121, -1.72908e-30
2.1735, -2.22109e-30
2.17578, -2.85152e-30
2.17807, -3.65882e-30
2.18036, -4.69208e-30
2.18265, -6.01376e-30
2.18493, -7.70348e-30
2.18722, -9.86245e-30
2.18951, -1.26195e-29
2.1918, -1.61384e-29
2.19409, -2.0627e-29
2.19637, -2.63494e-29
2.19866, -3.36408e-29
2.20095, -4.29264e-29
2.20324, -5.47446e-29
2.20553, -6.97783e-29
2.20781, -8.88914e-29
2.2101, -1.13178e-28
2.21239, -1.44021e-28
2.21468, -1.83169e-28
2.21697, -2.32831e-28
2.21925, -2.95797e-28
2.22154, -3.75585e-28
2.22383, -4.76637e-28
2.22612, -6.04547e-28
2.2284, -7.66368e-28
2.23069, -9.70976e-28
2.23298, -1.22955e-27
2.23527, -1.55613e-27
2.23756, -1.9684e-27
2.23984, -2.48854e-27
2.24213, -3.14444e-27
2.24442, -3.97107e-27
2.24671, -5.01232e-27
2.249, -6.3232e-27
2.25128, -7.97264e-27
2.25357, -1.0047e-26
2.25586, -1.26542e-26
2.25815, -1.59295e-26
2.26044, -2.00419e-26
2.26272, -2.52025e-26
2.26501, -3.16751e-26
2.2673, -3.97888e-26
2.26959, -4.99543e-26
2.27187, -6.26837e-26
2.27416, -7.86151e-26
2.27645, -9.85438e-26
2.27874, -1.23459e-25
2.28103, -1.54591e-25
2.28331, -1.93472e-25
2.2856, -2.42005e-25
2.28789, -3.02553e-25
2.29018, -3.7805e-25
2.29247, -4.7214e-25
2.29475, -5.89338e-25
2.29704, -7.35242e-25
2.29933, -9.16789e-25
2.30162, -1.14257e-24
2.30391, -1.4232e-24
2.30619, -1.77184e-24
2.30848, -2.20475e-24
2.31077, -2.74199e-24
2.31306, -3.40838e-24
2.31534, -4.23452e-24
2.31763, -5.25817e-24
2.31992, -6.52591e-24
2.32221, -8.09512e-24
2.3245, -1.00364e-23
2.32678, -1.24369e-23
2.32907, -1.54036e-23
2.33136, -1.90682e-23
2.33365, -2.35924e-23
2.33594, -2.9175e-23
2.33822, -3.60602e-23
2.34051, -4.45474e-23
2.3428, -5.50041e-23
2.34509, -6.78804e-23
2.34737, -8.37282e-23
2.34966, -1.03223e-22
2.35195, -1.27193e-22
2.35424, -1.56648e-22
2.35653, -1.92828e-22
2.35881, -2.37241e-22
2.3611, -2.91738e-22
2.36339, -3.5857e-22
2.36568, -4.40489e-22
2.36797, -5.40848e-22
2.37025, -6.6374e-22
2.37254, -8.14141e-22
2.37483, -9.98121e-22
2.37712, -1.22306e-21
2.37941, -1.49793e-21
2.38169, -1.83367e-21
2.38398, -2.24352e-21
2.38627, -2.7436e-21
2.38856, -3.35347e-21
2.39084, -4.09684e-21
2.39313, -5.0025e-21
2.39542, -6.10532e-21
2.39771, -7.44755e-21
2.4, -9.08031e-21
2.40228, -1.10655e-20
2.40457, -1.3478e-20
2.40686, -1.64084e-20
2.40915, -1.99659e-20
2.41144, -2.42826e-20
2.41372, -2.9518e-20
2.41601, -3.58644e-20
2.4183, -4.35536e-20
2.42059, -5.28654e-20
2.42288, -6.41364e-20
2.42516, -7.77716e-20
2.42745, -9.42593e-20
2.42974, -1.14186e-19
2.43203, -1.38258e-19
2.43431, -1.67321e-19
2.4366, -2.02394e-19
2.43889, -2.447e-19
2.44118, -2.95703e-19
2.44347, -3.57162e-19
2.44575, -4.31184e-19
2.44804, -5.20291e-19
2.45033, -6.27507e-19
2.45262, -7.56446e-19
2.45491, -9.11435e-19
2.45719, -1.09765e-18
2.45948, -1.32125e-18
2.46177, -1.58965e-18
2.46406, -1.91162e-18
2.46635, -2.2977e-18
2.46863, -2.76041e-18
2.47092, -3.31469e-18
2.47321, -3.97835e-18
2.4755, -4.77256e-18
2.47778, -5.72256e-18
2.48007, -6.85835e-18
2.48236, -8.2156e-18
2.48465, -9.83669e-18
2.48694, -1.1772e-17
2.48922, -1.40812e-17
2.49151, -1.68354e-17
2.4938, -2.01186e-17
2.49609, -2.40304e-17
2.49838, -2.86892e-17
2.50066, -3.42346e-17
2.50295, -4.08324e-17
2.50524, -4.86785e-17
2.50753, -5.80044e-17
2.50982, -6.90839e-17
2.5121, -8.22405e-17
2.51439, -9.78561e-17
2.51668, -1.16381e-16
2.51897, -1.38347e-16
2.52125, -1.6438e-16
2.52354, -1.9522e-16
2.52583, -2.31735e-16
2.52812, -2.74949e-16
2.53041, -3.26067e-16
2.53269, -3.86505e-16
2.53498, -4.57929e-16
2.53727, -5.42295e-16
2.53956, -6.41899e-16
2.54185, -7.59438e-16
2.54413, -8.98076e-16
2.54642, -1.06152e-15
2.54871, -1.25412e-15
2.551, -1.48096e-15
2.55329, -1.74802e-15
2.55557, -2.06225e-15
2.55786, -2.43183e-15
2.56015, -2.8663e-15
2.56244, -3.3768e-15
2.56472, -3.97635e-15
2.56701, -4.68016e-15
2.5693, -5.50596e-15
2.57159, -6.47443e-15
2.57388, -7.60967e-15
2.57616, -8.93981e-15
2.57845, -1.04975e-14
2.58074, -1.23209e-14
2.58303, -1.44542e-14
2.58532, -1.69491e-14
2.5876, -1.98652e-14
2.58989, -2.32722e-14
2.59218, -2.72509e-14
2.59447, -3.18949e-14
2.59675, -3.7313e-14
2.59904, -4.36311e-14
2.60133, -5.09953e-14
2.60362, -5.9575e-14
2.60591, -6.95657e-14
2.60819, -8.11944e-14
2.61048, -9.47228e-14
2.61277, -1.10454e-13
2.61506, -1.28738e-13
2.61735, -1.4998e-13
2.61963, -1.74646e-13
2.62192, -2.03274e-13
2.62421, -2.36486e-13
2.6265, -2.74997e-13
2.62879, -3.19632e-13
2.63107, -3.71341e-13
2.63336, -4.31216e-13
2.63565, -5.00516e-13
2.63794, -5.80683e-13
2.64022, -6.73384e-13
2.64251, -7.80522e-13
2.6448, -9.04292e-13
2.64709, -1.04721e-12
2.64938, -1.21215e-12
2.65166, -1.40243e-12
2.65395, -1.62184e-12
2.65624, -1.87471e-12
2.65853, -2.16602e-12
2.66082, -2.50146e-12
2.6631, -2.88751e-12
2.66539, -3.33162e-12
2.66768, -3.84229e-12
2.66997, -4.4292e-12
2.67226, -5.10343e-12
2.67454, -5.87761e-12
2.67683, -6.76616e-12
2.67912, -7.78545e-12
2.68141, -8.95425e-12
2.68369, -1.02938e-11
2.68598, -1.18284e-11
2.68827, -1.35855e-11
2.69056, -1.55966e-11
2.69285, -1.78973e-11
2.69513, -2.0528e-11
2.69742, -2.35347e-11
2.69971, -2.69695e-11
2.702, -3.08916e-11
2.70429, -3.53682e-11
2.70657, -4.04748e-11
2.70886, -4.62981e-11
2.71115, -5.2935e-11
2.71344, -6.0496e-11
2.71573, -6.91057e-11
2.71801, -7.8905e-11
2.7203, -9.0053e-11
2.72259, -1.0273e-10
2.72488, -1.17138e-10
2.72716, -1.33507e-10
2.72945, -1.52094e-10
2.73174, -1.73191e-10
2.73403, -1.97125e-10
2.73632, -2.24267e-10
2.7386, -2.55029e-10
2.74089, -2.89881e-10
2.74318, -3.29347e-10
2.74547, -3.74018e-10
2.74776, -4.24556e-10
2.75004, -4.81707e-10
2.75233, -5.46305e-10
2.75462, -6.19286e-10
2.75691, -7.01703e-10
2.7592, -7.9473e-10
2.76148, -8.99686e-10
2.76377, -1.01805e-09
2.76606, -1.15146e-09
2.76835, -1.30177e-09
2.77063, -1.47104e-09
2.77292, -1.66158e-09
2.77521, -1.87596e-09
2.7775, -2.11705e-09
2.77979, -2.38805e-09
2.78207, -2.69253e-09
2.78436, -3.03448e-09
2.78665, -3.41832e-09
2.78894, -3.84899e-09
2.79123, -4.33198e-09
2.79351, -4.87339e-09
2.7958, -5.48002e-09
2.79809, -6.15941e-09
2.80038, -6.91993e-09
2.80267, -7.77088e-09
2.80495, -8.72258e-09
2.80724, -9.78645e-09
2.80953, -1.09752e-08
2.81182, -1.23028e-08
2.8141, -1.37848e-08
2.81639, -1.54385e-08
2.81868, -1.72828e-08
2.82097, -1.93389e-08
2.82326, -2.16299e-08
2.82554, -2.41815e-08
2.82783, -2.7022e-08
2.83012, -3.01828e-08
2.83241, -3.36982e-08
2.8347, -3.76064e-08
2.83698, -4.1949e-08
2.83927, -4.67723e-08
2.84156, -5.21268e-08
2.84385, -5.80687e-08
2.84613, -6.46586e-08
2.84842, -7.19649e-08
2.85071, -8.00606e-08
2.853, -8.90276e-08
2.85529, -9.89545e-08
2.85757, -1.0994e-07
2.85986, -1.2209e-07
2.86215, -1.35523e-07
2.86444, -1.50367e-07
2.86673, -1.66761e-07
2.86901, -1.84862e-07
2.8713, -2.04836e-07
2.87359, -2.26866e-07
2.87588, -2.51155e-07
2.87817, -2.7792e-07
2.88045, -3.07401e-07
2.88274, -3.39858e-07
2.88503, -3.75574e-07
2.88732, -4.14859e-07
2.8896, -4.58049e-07
2.89189, -5.05511e-07
2.89418, -5.57641e-07
2.89647, -6.14875e-07
2.89876, -6.77682e-07
2.90104, -7.46569e-07
2.90333, -8.22094e-07
2.90562, -9.04857e-07
2.90791, -9.95507e-07
2.9102, -1.09475e-06
2.91248, -1.20336e-06
2.91477, -1.32215e-06
2.91706, -1.45201e-06
2.91935, -1.59393e-06
2.92164, -1.74893e-06
2.92392, -1.91815e-06
2.92621, -2.10281e-06
2.9285, -2.30422e-06
2.93079, -2.5238e-06
2.93307, -2.76306e-06
2.93536, -3.02366e-06
2.93765, -3.30738e-06
2.93994, -3.61608e-06
2.94223, -3.95185e-06
2.94451, -4.31686e-06
2.9468, -4.71349e-06
2.94909, -5.14427e-06
2.95138, -5.6119e-06
2.95367, -6.11932e-06
2.95595, -6.66963e-06
2.95824, -7.2662e-06
2.96053, -7.91257e-06
2.96282, -8.61259e-06
2.96511, -9.37035e-06
2.96739, -1.01902e-05
2.96968, -1.10769e-05
2.97197, -1.20353e-05
2.97426, -1.30708e-05
2.97654, -1.41891e-05
2.97883, -1.53961e-05
2.98112, -1.66983e-05
2.98341, -1.81025e-05
2.9857, -1.9616e-05
2.98798, -2.12465e-05
2.99027, -2.30022e-05
2.99256, -2.48919e-05
2.99485, -2.69247e-05
2.99714, -2.91104e-05
2.99942, -3.14595e-05
3.00171, -3.39827e-05
3.004, -3.66919e-05
3.00629, -3.95993e-05
3.00858, -4.27177e-05
3.01086, -4.60609e-05
3.01315, -4.96436e-05
3.01544, -5.34804e-05
3.01773, -5.75882e-05
3.02001, -6.19836e-05
3.0223, -6.6684e-05
3.02459, -7.17085e-05
3.02688, -7.70769e-05
3.02917, -8.28099e-05
3.03145, -8.89286e-05
3.03374, -9.54562e-05
3.03603, -0.000102417
3.03832, -0.000109835
3.04061, -0.000117737
3.04289, -0.000126151
3.04518, -0.000135104
3.04747, -0.000144627
3.04976, -0.00015475
3.05205, -0.000165508
3.05433, -0.000176932
3.05662, -0.000189058
3.05891, -0.000201923
3.0612, -0.000215566
3.06348, -0.000230026
3.06577, -0.000245342
3.06806, -0.000261558
3.07035, -0.00027872
3.07264, -0.000296871
3.07492, -0.000316058
3.07721, -0.000336332
3.0795, -0.000357741
3.08179, -0.000380338
3.08408, -0.000404176
3.08636, -0.000429311
3.08865, -0.000455798
3.09094, -0.000483696
3.09323, -0.000513063
3.09551, -0.000543964
3.0978, -0.000576457
3.10009, -0.00061061
3.10238, -0.000646481
3.10467, -0.000684147
3.10695, -0.000723666
3.10924, -0.000765113
3.11153, -0.00080856
3.11382, -0.000854071
3.11611, -0.000901724
3.11839, -0.000951591
3.12068, -0.00100374
3.12297, -0.00105826
3.12526, -0.00111521
3.12755, -0.00117468
3.12983, -0.00123673
3.13212, -0.00130145
3.13441, -0.0013689
3.1367, -0.00143917
3.13898, -0.00151233
3.14127, -0.00158846
3.14356, -0.00166763
3.14585, -0.00174991
3.14814, -0.00183537
