121.1_0_331:E: Re(Ez) vs t, x=1.211e-07(m), y=0(m), z=3.31e-07(m) 

t(fs), Re(Ez)
0, 0
0.00228789, 0
0.00457578, 0
0.00686367, 0
0.00915156, 0
0.0114394, 0
0.0137273, 0
0.0160152, 0
0.0183031, 0
0.020591, 0
0.0228789, 0
0.0251668, 0
0.0274547, 0
0.0297426, 0
0.0320305, 0
0.0343183, 0
0.0366062, 0
0.0388941, 0
0.041182, 0
0.0434699, 0
0.0457578, 0
0.0480457, 0
0.0503336, 0
0.0526215, 0
0.0549094, 0
0.0571972, 0
0.0594851, 0
0.061773, 0
0.0640609, 0
0.0663488, 0
0.0686367, 0
0.0709246, 0
0.0732125, 0
0.0755004, 0
0.0777883, 0
0.0800761, 0
0.082364, 0
0.0846519, 0
0.0869398, 0
0.0892277, 0
0.0915156, 0
0.0938035, 0
0.0960914, 0
0.0983793, 0
0.100667, 0
0.102955, 0
0.105243, 0
0.107531, 0
0.109819, 0
0.112107, 0
0.114394, 0
0.116682, 0
0.11897, 0
0.121258, 0
0.123546, 0
0.125834, 0
0.128122, 0
0.13041, 0
0.132698, 0
0.134986, 0
0.137273, 0
0.139561, 0
0.141849, 0
0.144137, 0
0.146425, 0
0.148713, 0
0.151001, 0
0.153289, 0
0.155577, 0
0.157864, 0
0.160152, 0
0.16244, 0
0.164728, 0
0.167016, 0
0.169304, 0
0.171592, 0
0.17388, 0
0.176168, 0
0.178455, 0
0.180743, 0
0.183031, 0
0.185319, 0
0.187607, 0
0.189895, 0
0.192183, 0
0.194471, 0
0.196759, 0
0.199046, 0
0.201334, 0
0.203622, 0
0.20591, 0
0.208198, 0
0.210486, 0
0.212774, 0
0.215062, 0
0.21735, 0
0.219637, 0
0.221925, 0
0.224213, 0
0.226501, 0
0.228789, 0
0.231077, 0
0.233365, 0
0.235653, 0
